slug,last_commit_date,language,determination_tool,determination_date
MuhammadRifkiHaekal/Aplikasi_Kas,2019-12-03T14:01:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
Devil7-Softwares/Android-Sepolicy-Helper,2019-12-03T08:01:36Z,C#,github-linguist 8.0.1,2024-09-29T04:19:24Z
Ettel/SIAREVB,2019-12-03T14:08:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
noorlailanii/Tugas_3_Praktikum_Visual,2019-12-03T14:16:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
eelewis/SDEV140_Final,2019-12-03T13:16:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
tomkendall/Test-For-Particles,2019-12-03T15:11:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
Git-Good-Milo/Week_2_PluralSight_reusable_DDLs_continued,2019-12-03T16:58:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
Git-Good-Milo/Week_3_Pluralsight_If_and_Loops,2019-12-03T17:00:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
pathelom/Gestion-Stock,2019-12-03T18:10:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
kipmadden/VBA-challenge,2019-12-03T19:22:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
qkNorris/Windows-Enhancement-Project,2019-12-03T19:31:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
mpictor/pic16x8x-uC,2019-12-03T21:04:02Z,FreeBasic,github-linguist 8.0.1,2024-09-29T04:19:24Z
ScottBailey37/Sudoku,2019-12-03T21:42:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
Rohani123/AplikasiKas_Rohani_NurulAlawiyah,2019-12-03T22:13:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
HPANY/MII_COLEGIO_WEB,2019-12-02T18:44:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
heriberto251196/patalla_stdet,2019-11-25T02:00:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
ScottBailey37/ScrabbleWordFinder,2019-12-03T23:39:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T04:19:24Z
mhargroder/VBA-challenge-,2019-11-30T01:06:08Z,VBA,github-linguist 8.0.1,2024-09-29T07:07:16Z
spreedated/geoip_location,2019-11-30T01:28:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
Auios/AuLibFB,2019-11-30T02:18:10Z,FreeBasic,github-linguist 8.0.1,2024-09-29T07:07:16Z
Adama-Doh/Material-Design,2019-11-30T03:43:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
TioFuna/2HackathonCarreirasUP,2019-11-30T05:08:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
xiongyejun/05-vbe,2019-11-30T05:57:36Z,VBA,github-linguist 8.0.1,2024-09-29T07:07:16Z
KingTugce/VisualStudioWebProject,2019-11-30T06:52:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
kristi4n/Ular-Tangga-Main-Menu,2019-11-30T07:40:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
ktcl444/C-Sharp,2019-11-30T11:13:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
Fcelikq/Cafe-siparis-takip-sistemi,2019-11-30T13:52:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
DhirManish/Vbsript,2019-11-30T15:17:59Z,VBScript,github-linguist 8.0.1,2024-09-29T07:07:16Z
InsaneJetman/tic-tac-toe,2019-11-30T22:07:59Z,FreeBasic,github-linguist 8.0.1,2024-09-29T07:07:16Z
TiredMumCoding/DBQueryScreen,2019-11-30T22:22:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T07:07:16Z
wuliaopage/ghost-docker,2019-11-30T23:18:50Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T07:07:16Z
topospec/star-delta_motor,2019-11-30T23:48:43Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T07:07:16Z
DevZest/AdventureWorksLT,2019-11-29T02:58:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
takeshi4w/vba,2019-11-29T03:13:59Z,VBA,github-linguist 8.0.1,2024-09-29T08:09:44Z
martinsnelson/AspNetCore,2019-11-29T03:31:22Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T08:09:44Z
raflidev/OurAdventureVB,2019-11-29T03:46:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
aaronwsnow/the_athena_project,2019-11-29T04:53:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
LP-Atkins/EyeCare-20-20-20,2019-11-29T05:09:59Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T08:09:44Z
ChristianNomena/MVT-GDE,2019-11-29T05:30:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
Jackelope96/OfficeExpress,2019-08-20T06:00:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
RjrodG/WMMCQueueManagementSystem,2019-11-29T08:59:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
PhilippeRaemy/OutlookMacros,2019-11-29T09:42:11Z,VBA,github-linguist 8.0.1,2024-09-29T08:09:44Z
Straight-6/xlsx_cloner,2019-11-29T10:22:16Z,VBScript,github-linguist 8.0.1,2024-09-29T08:09:44Z
spreedated/win10_privacy,2019-11-29T12:38:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
Dynases/DicontaDino,2019-11-29T14:11:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
mrbjn99/code-tua-lua,2019-11-29T14:41:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
HSCanada/US_Promo,2019-11-14T15:41:06Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T08:09:44Z
Git-Good-Milo/Week_2_Pluralsight_reusable_DLLs_with_app,2019-11-29T15:42:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
Hammad020/Array-Manipulation,2019-11-29T15:56:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
DeVeLHacKiNgTeAm/rdr2launcher,2019-11-29T17:48:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
DaveBabler/VBPieceworkA,2019-11-29T20:15:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
nicolaslazzos/pav-tp,2019-11-29T22:11:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
IEarari/OOP-Rec-Cub-Calc,2019-11-29T22:12:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T08:09:44Z
fernansoft/VBA,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-09-29T08:09:44Z
m-j-carter/Synesthetic-Word-Presenter,2019-11-29T22:37:19Z,VBA,github-linguist 8.0.1,2024-09-29T08:09:44Z
sumant-28/LinearRegression_in_VBA,2019-11-29T23:06:35Z,VBA,github-linguist 8.0.1,2024-09-29T08:09:44Z
ryouishikawa/helloishikawa,2019-11-28T01:27:44Z,VBScript,github-linguist 8.0.1,2024-09-29T09:08:26Z
moellnator/Myrh,2019-11-28T02:02:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
karenpayneoregon/WindowsFormsTextBoxWhereClause,2019-11-28T02:07:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
racheltanmm/MyWindowsService,2019-11-28T03:05:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
hjnb/Work2,2019-11-28T03:18:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
pacoyx/contacm,2019-11-28T03:33:00Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
allan355/ProyectoProgra2,2019-11-28T03:38:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
pacoyx/CONTADBS,2019-11-28T03:40:07Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
dukang1996/autocad_plugin,2019-11-28T05:12:01Z,VBA,github-linguist 8.0.1,2024-09-29T09:08:26Z
ramadhanalfarisi/LatihanLKSPerpustakaan,2019-11-28T06:49:41Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
zhangjyu88/Combine-Excel-VBA,2019-11-28T07:25:56Z,VBA,github-linguist 8.0.1,2024-09-29T09:08:26Z
VB6Hobbyst7/TAVIL2018,2019-11-28T08:03:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
bollineni36/myncpldockerfiles,2019-11-28T08:50:41Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T09:08:26Z
MuhammadAreebKazmi/Array-Manipulation,2019-11-28T09:23:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
andermaestre/DatasetsOTRAPUTAVEZ,2019-11-28T10:08:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
NIK0NAME/VisualMagic,2019-11-28T10:16:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
Rizki291/Tupperware,2019-11-28T10:22:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
sebastocrator/FilesMonitor,2019-11-28T10:34:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
saidtetik/Web-Ceviri,2019-11-28T11:51:04Z,VBA,github-linguist 8.0.1,2024-09-29T09:08:26Z
Franco28/RedmiNote7Tool,2019-11-28T11:59:16Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
allexlim/SAA,2019-11-28T12:44:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
kleinechristoph/wbTag,2019-11-28T12:48:39Z,VBA,github-linguist 8.0.1,2024-09-29T09:08:26Z
AwakeT/ipv6,2019-11-28T13:15:28Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T09:08:26Z
blackunixteam/Lime-Miner,2019-01-26T13:52:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
SaadHasan13/ArrayManipulation,2019-11-28T15:45:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
Git-Good-Milo/Week_2_Pluralsight_Collections,2019-11-28T16:47:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
Rakz2205/MeetingInviteSenderMacro,2019-11-28T17:11:37Z,VBScript,github-linguist 8.0.1,2024-09-29T09:08:26Z
Vixentrix/fps,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-09-29T09:08:26Z
sdokurer/Basic-Excel-Macros,2019-11-28T20:21:51Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T09:08:26Z
AlainDelerue/htvp,2019-11-28T20:45:41Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T09:08:26Z
TransformaTI/CyC,2018-07-12T15:16:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
Brook-sys/TicTacToeTest,2019-11-28T22:19:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
Brook-sys/BhaskaraCalculator,2019-11-28T22:21:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
Brook-sys/AdsScraper,2019-11-28T22:26:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
Brook-sys/BinChecker,2019-11-28T22:29:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T09:08:26Z
pbhoomika888/Vba_Challenge,2019-11-27T01:13:30Z,VBA,github-linguist 8.0.1,2024-09-29T11:06:43Z
tomascardoner/csdbtools,2019-11-27T01:33:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
allisonwest/vba-challenge,2019-11-27T01:40:15Z,VBScript,github-linguist 8.0.1,2024-09-29T11:06:43Z
mavsanchez/VBA-challenge,2019-11-27T01:59:11Z,VBScript,github-linguist 8.0.1,2024-09-29T11:06:43Z
rjluttz/Visual-Basic-Pythagoras-Theorem,2019-11-27T02:21:31Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
rjluttz/Visual-Basic-SQL-Connection,2019-11-27T02:27:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
weensy/responsive-excel-sheet,2019-11-27T03:05:15Z,VBA,github-linguist 8.0.1,2024-09-29T11:06:43Z
FapCod/Ventas,2019-11-27T04:18:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
xjavierb/CRUD,2019-11-27T04:32:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
MisterMower/CATIA-V5-Bushing-Builder,2019-11-27T04:51:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
naufaladdinnur/Visual_Basic_CRUD,2019-11-27T05:03:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
buger404/RandomPerson,2019-11-27T05:47:28Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T11:06:43Z
blackunixteam/Lime-RAT,2018-08-29T16:58:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
blackunixteam/Lime-RAT19,2019-06-24T16:52:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
NIK0NAME/VB-DataSet-App,2019-11-27T10:22:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
fredjust/LedChessBoard,2019-11-27T11:14:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
andermaestre/RepasoDataSet,2019-11-27T11:34:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
yuhsinnet/muttcp,2019-05-20T00:26:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
albisopto/ImageAnalyzer,2019-11-27T14:31:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
kimdee/SalonSystemV3,2019-11-27T14:32:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
paulwariah/vb,2019-11-27T15:06:35Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
palinnilap/vba-test-suite,2019-11-27T15:29:57Z,VBA,github-linguist 8.0.1,2024-09-29T11:06:43Z
srxboys/RXHMusic,2019-11-27T16:04:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
RafaBotossi/MisterHookLibrary,2019-11-27T17:21:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
RafaBotossi/MisterHookPrototype,2019-11-27T17:26:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
andermaestre/Repasodanidataset,2019-11-27T18:48:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
SihabSahariar/Bangla-Dictionary-,2019-11-27T19:12:15Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T11:06:43Z
anmar99/Proyectos,2019-11-27T19:19:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
grybk1/VBA-challange,2019-11-27T19:27:21Z,VBA,github-linguist 8.0.1,2024-09-29T11:06:43Z
ZainKizilbash/A-Level-Projects,2019-11-27T19:49:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
ZainKizilbash/Array-Manipulation,2019-11-27T19:53:24Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
Artollas0704/GE,2019-11-27T21:16:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T11:06:43Z
manojdhanji/simple_harmonic_motion,2019-11-27T21:51:06Z,BASIC,github-linguist 8.0.1,2024-09-29T11:06:43Z
irismoyas/VBA_Challenge,2019-11-26T00:14:33Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
TariqKirsten/ISTN3SI-MAJOR-PROJECT-FRONT-END,2019-11-26T01:17:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
Huedfire/Ambientes,2019-11-15T00:28:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
jiez1812/Excel-VBA,2019-11-26T01:48:33Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
PaulKazalski/HW2,2019-11-26T02:01:57Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
ayik0000/ayik0000,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-09-29T13:09:48Z
jingchliu/VBA-challenge,2019-11-26T02:22:52Z,VBScript,github-linguist 8.0.1,2024-09-29T13:09:48Z
subhashrampuri/DataExactor,2019-11-26T03:12:01Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T13:09:48Z
paragpatel201/VBA-challenge,2019-11-26T03:33:41Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
MaxwellWibert/Stock_VBA_Project,2019-11-26T04:00:34Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
PalomaAlejandra/ProyectoProgramacionVisual,2019-11-26T05:04:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
otabek-olimjonov/Visual_Basic_2012_How_to_Program,2019-11-26T06:58:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
tinle12345/DDKSongCanh,2019-11-26T07:21:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
Ixchel97/Visual_Basic_CRUD,2019-11-26T07:56:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
angra009wf/tool,2019-11-26T08:22:59Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
malgorzatawojnarowska/VBAExercise,2019-11-26T08:59:11Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
lcx-totiao/toutiao,2019-11-26T08:59:53Z,VBScript,github-linguist 8.0.1,2024-09-29T13:09:48Z
Git-Good-Milo/Week-_1_PluralSight_VB_,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-09-29T13:09:48Z
hmlendea/erep-notes,2019-11-26T09:39:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
esabook/saw,2019-11-26T10:05:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
Git-Good-Milo/Week_2_Pluralsite_VB_,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-09-29T13:09:48Z
certafonso/Windows-Calculator,2019-11-26T10:34:40Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
kuby1412/InventorySystem,2019-11-26T11:24:40Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
alkimides/DataSetRepaso,2019-11-26T11:56:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
nrlhikmah/Visual_Basic_CRUD,2019-11-26T14:33:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
SolucionesGraficasCordoba/Dev,2019-11-26T15:29:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
nurssyifa/Visual_Basic_CRUD,2019-11-26T15:35:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
subhashrampuri/SmsWizard,2019-11-26T15:37:49Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T13:09:48Z
subhashrampuri/Email-Sucker,2019-11-26T15:40:32Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T13:09:48Z
master-kamal12/CRUD-Visual-Basic,2019-11-26T15:43:48Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
master-kamal12/Visual_Basic_CRUD,2019-11-26T15:59:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
jaksg82/jakStd20-Datums,2019-11-26T16:37:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
Said291099/Visual_Basic_CRUD,2019-11-26T16:58:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
stevenwcronin/Stock_Analysis,2019-11-26T17:42:51Z,VBScript,github-linguist 8.0.1,2024-09-29T13:09:48Z
Symmex/Snowflake,2019-11-26T18:26:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
Rodrigo-V/Inventario_SE,2019-11-26T18:55:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
dvrg/saw-vb,2019-11-26T18:59:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
domsgarrity/vba,2019-11-26T20:42:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
nvleigh/VBA-challenge,2019-11-26T21:28:20Z,VBA,github-linguist 8.0.1,2024-09-29T13:09:48Z
CoryRobertsDev/Inventory_App,2019-11-21T14:48:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
bdunlap9/Deployment-of-Invoke-Tartarus,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-09-29T13:09:48Z
Guille0197/GabineteAbogadosAppVB,2019-11-26T23:24:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T13:09:48Z
svitlana-nazarchuk/VBA-challenge,2019-11-25T01:17:56Z,VBA,github-linguist 8.0.1,2024-09-29T14:07:06Z
alyssamoyer/VBA-challenge,2019-11-25T01:21:21Z,VBScript,github-linguist 8.0.1,2024-09-29T14:07:06Z
dbpeone/eventClassTest,2019-11-25T01:49:49Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
luluwheelan/VB-windows-form,2019-11-25T02:11:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
Aisaac23/Process-improvements-code-portfolio,2019-11-25T02:18:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
MuhammadRifkiHaekal/Visual_Basic_CRUD,2019-11-25T04:00:42Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
david1234589/VisualBasicUnad,2019-11-25T04:05:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
susiexia/Stock_Analysis_VBA-Excel-Macro,2019-11-25T04:49:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
susiexia/GreenEnergy_VBA,2019-11-25T04:50:42Z,VBA,github-linguist 8.0.1,2024-09-29T14:07:06Z
showjim/CharFlowAutoGenToolForV9,2019-11-25T05:20:32Z,VBA,github-linguist 8.0.1,2024-09-29T14:07:06Z
noviasirlina/Visual_Basic_CRUD,2019-11-25T01:26:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
monyetsoft/ImageResizer,2019-11-25T06:55:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
moe-k/bail-bonds,2019-11-25T07:38:21Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T14:07:06Z
s13302/KeepWindowsUnblocked,2019-11-25T07:54:55Z,VBScript,github-linguist 8.0.1,2024-09-29T14:07:06Z
vbaaccess/ColorPicker,2019-11-25T08:16:18Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T14:07:06Z
SyifaSB/Visual_Basic_CRUD,2019-11-25T10:04:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
syahrilhanla/Visual_Basic_CRUD,2019-11-25T10:04:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
nadianisane/Visual_Basic_CRUD,2019-11-25T10:12:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
professorf/SMEDA,2019-11-25T11:20:43Z,VBA,github-linguist 8.0.1,2024-09-29T14:07:06Z
VB6Hobbyst7/moyenne,2019-11-25T11:44:08Z,B4X,github-linguist 8.0.1,2024-09-29T14:07:06Z
jafarkurniadi/Visual_Basic_CRUD,2019-11-25T11:05:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
mikaelarey/Online-Admission-Test,2019-11-25T13:52:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
Jaminima/GRLCulator,2019-11-25T13:53:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
uzansha/Visual_Studio_CRUD,2019-11-25T13:51:57Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
Erwdhan429/Visual_Basic_CRUD,2019-11-25T14:11:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
phtNERO/menu,2019-11-25T14:15:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
AnnisaPutri20/Visual_Basic_CRUD-,2019-11-25T14:23:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
philw/SQLiteLogin,2019-11-25T15:31:46Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
aaldyy/Visual_Basic_CRUD_Aldy,2019-11-25T15:26:53Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
jinnyjinnyjinjin-zz/mysql-docker,2019-11-25T15:55:58Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T14:07:06Z
sitirahmah26/Visual_Basic_CRUD,2019-11-25T16:33:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
denishsharma/andros,2019-11-25T17:07:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
maxwell-ihcc/QualityAssurance-Maxwell-IHCC,2019-11-25T17:21:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
thomsonreuters/p11d,2019-11-25T17:48:35Z,Visual Basic 6.0,github-linguist 8.0.1,2024-09-29T14:07:06Z
RxParalyze/PBOM_Comparison_Analysis_Tool,2019-11-25T18:19:29Z,VBA,github-linguist 8.0.1,2024-09-29T14:07:06Z
Guille0197/GuillermoNavarro_T5---Tarea-5-Desarrollo-Software,2019-11-25T18:52:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
ne0x86/PrintUtils,2019-11-25T19:24:09Z,VBScript,github-linguist 8.0.1,2024-09-29T14:07:06Z
tho1/MyTime,2019-11-25T19:50:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
Kyu/TrackForm,2019-11-25T19:53:10Z,VBA,github-linguist 8.0.1,2024-09-29T14:07:06Z
tabualkher/T-System,2019-11-25T21:14:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
Genius3885/UNISOFT1,2019-11-25T23:15:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-09-29T14:07:06Z
